model,quality,kodak,psnr,ssim,vif,bpp,mse,mae
bmshj2018-factorized,1,2,34.35,0.9512,0.9969,0.2585,3.67 × 10^-4,1.27 × 10^-2
bmshj2018-factorized,1,3,32.6,0.9221,1.0059,0.3002,5.5 × 10^-4,1.66 × 10^-2
bmshj2018-factorized,1,4,29.78,0.9438,0.9989,0.658,1.05 × 10^-3,2.41 × 10^-2
bmshj2018-factorized,1,5,30.67,0.929,1.0083,0.4655,8.58 × 10^-4,2.09 × 10^-2
bmshj2018-factorized,1,6,33.91,0.9664,1.015,0.3352,4.06 × 10^-4,1.36 × 10^-2
bmshj2018-factorized,1,7,29.08,0.9411,1.0035,0.692,1.24 × 10^-3,2.59 × 10^-2
bmshj2018-factorized,1,8,34.17,0.9526,1.0007,0.2773,3.83 × 10^-4,1.34 × 10^-2
bmshj2018-factorized,1,9,33.8,0.9451,1.0005,0.2965,4.17 × 10^-4,1.44 × 10^-2
bmshj2018-factorized,1,10,31.18,0.9191,1.0009,0.3968,7.61 × 10^-4,1.94 × 10^-2
bmshj2018-factorized,1,11,33.72,0.9302,1.0003,0.2542,4.25 × 10^-4,1.45 × 10^-2
bmshj2018-factorized,1,12,27.19,0.9093,1.0079,0.7836,1.91 × 10^-3,3.27 × 10^-2
bmshj2018-factorized,1,13,30.13,0.9147,1.0025,0.499,9.69 × 10^-4,2.3 × 10^-2
bmshj2018-factorized,1,14,32.7,0.9322,1.0027,0.2895,5.37 × 10^-4,1.53 × 10^-2
bmshj2018-factorized,1,15,32.38,0.928,0.9971,0.3206,5.78 × 10^-4,1.7 × 10^-2
bmshj2018-factorized,1,16,32.99,0.9417,1.0066,0.3159,5.02 × 10^-4,1.56 × 10^-2
bmshj2018-factorized,1,17,29.69,0.9204,1.0042,0.5157,1.07 × 10^-3,2.33 × 10^-2
bmshj2018-factorized,1,18,31.59,0.9244,1.0065,0.365,6.93 × 10^-4,1.88 × 10^-2
bmshj2018-factorized,1,19,33.39,0.945,0.9948,0.2757,4.58 × 10^-4,1.29 × 10^-2
bmshj2018-factorized,1,20,31.23,0.9432,1.0058,0.4323,7.54 × 10^-4,1.86 × 10^-2
bmshj2018-factorized,1,21,31.03,0.9105,1.0109,0.3886,7.89 × 10^-4,2.03 × 10^-2
bmshj2018-factorized,1,22,34.94,0.9567,1.0004,0.2426,3.21 × 10^-4,1.21 × 10^-2
bmshj2018-factorized,1,23,29.68,0.9336,1.006,0.526,1.08 × 10^-3,2.19 × 10^-2
bmshj2018-factorized,1,0,31.37,0.9515,1.0037,0.8435,7.3 × 10^-4,2.04 × 10^-2
bmshj2018-factorized,1,1,33.76,0.9284,1.0082,0.3841,4.21 × 10^-4,1.45 × 10^-2
bmshj2018-factorized,1,2,36.03,0.9627,1.004,0.3315,2.5 × 10^-4,1.08 × 10^-2
bmshj2018-factorized,1,3,34.05,0.9405,1.0046,0.4084,3.94 × 10^-4,1.43 × 10^-2
bmshj2018-factorized,1,4,31.72,0.9631,0.9997,0.8727,6.73 × 10^-4,1.94 × 10^-2
bmshj2018-factorized,1,5,32.6,0.9516,0.9984,0.6374,5.49 × 10^-4,1.7 × 10^-2
bmshj2018-factorized,1,6,35.68,0.9746,1.0042,0.422,2.7 × 10^-4,1.13 × 10^-2
bmshj2018-factorized,1,7,30.96,0.9575,0.999,0.913,8.02 × 10^-4,2.12 × 10^-2
bmshj2018-factorized,1,8,35.72,0.9611,1.002,0.3484,2.68 × 10^-4,1.16 × 10^-2
bmshj2018-factorized,1,9,35.34,0.9563,1.0021,0.3736,2.93 × 10^-4,1.23 × 10^-2
bmshj2018-factorized,1,10,32.9,0.9425,0.998,0.5407,5.12 × 10^-4,1.62 × 10^-2
bmshj2018-factorized,1,11,35.19,0.9461,0.9994,0.3337,3.03 × 10^-4,1.25 × 10^-2
bmshj2018-factorized,1,12,29.08,0.9432,0.9971,1.094,1.23 × 10^-3,2.64 × 10^-2
bmshj2018-factorized,1,13,31.93,0.9413,1.0017,0.6905,6.41 × 10^-4,1.89 × 10^-2
bmshj2018-factorized,1,14,34.17,0.947,0.9966,0.3875,3.83 × 10^-4,1.32 × 10^-2
bmshj2018-factorized,1,15,34.22,0.9503,0.9978,0.4349,3.78 × 10^-4,1.4 × 10^-2
bmshj2018-factorized,1,16,34.59,0.9554,0.9994,0.4096,3.48 × 10^-4,1.32 × 10^-2
bmshj2018-factorized,1,17,31.33,0.9418,1.0056,0.6993,7.36 × 10^-4,1.94 × 10^-2
bmshj2018-factorized,1,18,33.24,0.9455,0.998,0.5012,4.74 × 10^-4,1.58 × 10^-2
bmshj2018-factorized,1,19,34.98,0.9584,1.0012,0.3635,3.18 × 10^-4,1.11 × 10^-2
bmshj2018-factorized,1,20,33.04,0.9568,0.9967,0.5752,4.96 × 10^-4,1.55 × 10^-2
bmshj2018-factorized,1,21,32.68,0.9354,1.006,0.5423,5.39 × 10^-4,1.7 × 10^-2
bmshj2018-factorized,1,22,36.47,0.9646,0.9976,0.2983,2.26 × 10^-4,1.04 × 10^-2
bmshj2018-factorized,1,23,31.44,0.9544,1.003,0.7074,7.17 × 10^-4,1.8 × 10^-2
bmshj2018-factorized,1,0,33.74,0.9704,1.0018,1.2649,4.23 × 10^-4,1.58 × 10^-2
bmshj2018-factorized,1,1,35.37,0.9472,1.0069,0.6242,2.9 × 10^-4,1.24 × 10^-2
bmshj2018-factorized,1,2,37.75,0.9722,1.0041,0.507,1.68 × 10^-4,9.14 × 10^-3
bmshj2018-factorized,1,3,35.8,0.9567,1.0085,0.6438,2.63 × 10^-4,1.2 × 10^-2
bmshj2018-factorized,1,4,34.01,0.9767,0.9979,1.24,3.97 × 10^-4,1.51 × 10^-2
bmshj2018-factorized,1,5,34.73,0.9674,0.9997,0.9541,3.36 × 10^-4,1.36 × 10^-2
bmshj2018-factorized,1,6,37.54,0.9808,1.0097,0.6152,1.76 × 10^-4,9.4 × 10^-3
bmshj2018-factorized,1,7,33.26,0.9713,1.0019,1.3265,4.72 × 10^-4,1.66 × 10^-2
bmshj2018-factorized,1,8,37.28,0.9675,1.0033,0.5279,1.87 × 10^-4,1.01 × 10^-2
bmshj2018-factorized,1,9,36.91,0.9649,1.0082,0.5632,2.03 × 10^-4,1.06 × 10^-2
bmshj2018-factorized,1,10,35.03,0.9612,1.0021,0.8348,3.14 × 10^-4,1.3 × 10^-2
bmshj2018-factorized,1,11,36.77,0.9596,1.006,0.5317,2.1 × 10^-4,1.07 × 10^-2
bmshj2018-factorized,1,12,32.11,0.9688,0.9991,1.6565,6.15 × 10^-4,1.91 × 10^-2
bmshj2018-factorized,1,13,34.03,0.9612,1.0039,1.0341,3.96 × 10^-4,1.51 × 10^-2
bmshj2018-factorized,1,14,36.03,0.9612,1.0044,0.6189,2.5 × 10^-4,1.11 × 10^-2
bmshj2018-factorized,1,15,36.06,0.9654,1.0003,0.6728,2.48 × 10^-4,1.16 × 10^-2
bmshj2018-factorized,1,16,36.4,0.9664,1.0023,0.6239,2.29 × 10^-4,1.11 × 10^-2
bmshj2018-factorized,1,17,33.68,0.959,1.0036,1.0584,4.29 × 10^-4,1.55 × 10^-2
bmshj2018-factorized,1,18,35.2,0.9623,0.9997,0.7849,3.02 × 10^-4,1.3 × 10^-2
bmshj2018-factorized,1,19,36.76,0.9692,1.0034,0.5693,2.11 × 10^-4,9.63 × 10^-3
bmshj2018-factorized,1,20,35.19,0.9673,0.9992,0.8613,3.03 × 10^-4,1.27 × 10^-2
bmshj2018-factorized,1,21,34.57,0.9549,1.0136,0.8473,3.49 × 10^-4,1.4 × 10^-2
bmshj2018-factorized,1,22,37.98,0.971,1.0058,0.4567,1.59 × 10^-4,9.06 × 10^-3
bmshj2018-factorized,1,23,33.81,0.9697,1.0103,1.0505,4.16 × 10^-4,1.42 × 10^-2
bmshj2018-factorized,1,0,36.03,0.9819,1.0028,1.637,2.49 × 10^-4,1.22 × 10^-2
bmshj2018-factorized,1,1,36.94,0.9615,1.0089,0.8397,2.02 × 10^-4,1.05 × 10^-2
bmshj2018-factorized,1,2,39.47,0.9791,1.0036,0.6322,1.13 × 10^-4,7.65 × 10^-3
bmshj2018-factorized,1,3,37.43,0.9681,1.0047,0.8437,1.81 × 10^-4,1.01 × 10^-2
bmshj2018-factorized,1,4,36.04,0.9849,0.9996,1.5674,2.49 × 10^-4,1.2 × 10^-2
bmshj2018-factorized,1,5,36.85,0.9783,1.0027,1.2268,2.06 × 10^-4,1.08 × 10^-2
bmshj2018-factorized,1,6,39.26,0.9852,1.0033,0.7552,1.18 × 10^-4,7.87 × 10^-3
bmshj2018-factorized,1,7,35.32,0.9808,1.002,1.7069,2.94 × 10^-4,1.32 × 10^-2
bmshj2018-factorized,1,8,38.76,0.9722,1.0038,0.6505,1.33 × 10^-4,8.76 × 10^-3
bmshj2018-factorized,1,9,38.4,0.9717,1.0067,0.7034,1.45 × 10^-4,9.12 × 10^-3
bmshj2018-factorized,1,10,37.0,0.9741,1.0026,1.0944,2.0 × 10^-4,1.05 × 10^-2
bmshj2018-factorized,1,11,38.43,0.97,1.0032,0.6904,1.44 × 10^-4,8.97 × 10^-3
bmshj2018-factorized,1,12,34.36,0.9821,1.0021,2.1067,3.66 × 10^-4,1.47 × 10^-2
bmshj2018-factorized,1,13,36.0,0.9749,1.0041,1.3527,2.51 × 10^-4,1.21 × 10^-2
bmshj2018-factorized,1,14,37.69,0.9711,1.0012,0.8008,1.7 × 10^-4,9.34 × 10^-3
bmshj2018-factorized,1,15,38.1,0.9766,1.0048,0.878,1.55 × 10^-4,9.33 × 10^-3
bmshj2018-factorized,1,16,38.01,0.9746,1.0021,0.7883,1.58 × 10^-4,9.34 × 10^-3
bmshj2018-factorized,1,17,35.38,0.9698,1.0045,1.3646,2.9 × 10^-4,1.28 × 10^-2
bmshj2018-factorized,1,18,37.16,0.9731,1.0029,1.0291,1.92 × 10^-4,1.06 × 10^-2
bmshj2018-factorized,1,19,38.58,0.9766,1.0019,0.7275,1.39 × 10^-4,7.78 × 10^-3
bmshj2018-factorized,1,20,37.06,0.974,1.0018,1.0872,1.97 × 10^-4,1.05 × 10^-2
bmshj2018-factorized,1,21,36.45,0.9683,1.0043,1.1202,2.26 × 10^-4,1.14 × 10^-2
bmshj2018-factorized,1,22,39.36,0.976,0.9996,0.5557,1.16 × 10^-4,7.87 × 10^-3
bmshj2018-factorized,1,23,35.57,0.9797,1.0078,1.3383,2.78 × 10^-4,1.15 × 10^-2
bmshj2018-factorized,1,0,38.3,0.9888,1.0023,2.0603,1.48 × 10^-4,9.48 × 10^-3
bmshj2018-factorized,1,1,38.96,0.9738,1.0065,1.15,1.27 × 10^-4,8.55 × 10^-3
bmshj2018-factorized,1,3,39.3,0.9779,1.0011,1.1248,1.18 × 10^-4,8.26 × 10^-3
bmshj2018-factorized,1,4,38.11,0.9902,1.0006,1.9595,1.55 × 10^-4,9.46 × 10^-3
bmshj2018-factorized,1,5,38.91,0.9855,1.0029,1.5676,1.29 × 10^-4,8.58 × 10^-3
bmshj2018-factorized,1,7,37.42,0.9879,1.0014,2.1548,1.81 × 10^-4,1.04 × 10^-2
bmshj2018-factorized,1,9,39.87,0.9775,1.0031,0.9224,1.03 × 10^-4,7.84 × 10^-3
bmshj2018-factorized,1,10,39.07,0.9832,1.0021,1.4306,1.24 × 10^-4,8.4 × 10^-3
bmshj2018-factorized,1,12,36.58,0.9894,1.0034,2.6134,2.2 × 10^-4,1.13 × 10^-2
bmshj2018-factorized,1,13,38.08,0.9842,1.0036,1.7511,1.55 × 10^-4,9.49 × 10^-3
bmshj2018-factorized,1,14,39.58,0.9793,1.0011,1.0537,1.1 × 10^-4,7.72 × 10^-3
bmshj2018-factorized,1,16,39.69,0.9813,1.0001,1.0317,1.07 × 10^-4,7.8 × 10^-3
bmshj2018-factorized,1,17,37.23,0.979,1.0049,1.7723,1.89 × 10^-4,1.04 × 10^-2
bmshj2018-factorized,1,18,39.07,0.9804,0.9998,1.3452,1.24 × 10^-4,8.61 × 10^-3
bmshj2018-factorized,1,20,38.88,0.9791,1.0007,1.3816,1.29 × 10^-4,8.7 × 10^-3
bmshj2018-factorized,1,21,38.33,0.9777,1.0052,1.4741,1.47 × 10^-4,9.27 × 10^-3
bmshj2018-factorized,1,23,37.26,0.9864,1.0043,1.6904,1.88 × 10^-4,9.37 × 10^-3
bmshj2018-factorized,1,4,39.74,0.9933,0.9993,2.4171,1.06 × 10^-4,7.74 × 10^-3
bmshj2018-factorized,1,7,39.17,0.9923,1.0,2.6714,1.21 × 10^-4,8.46 × 10^-3
bmshj2018-factorized,1,12,38.43,0.9934,1.002,3.1439,1.44 × 10^-4,9.05 × 10^-3
bmshj2018-factorized,1,13,39.6,0.9899,1.0007,2.2156,1.1 × 10^-4,7.71 × 10^-3
bmshj2018-factorized,1,17,38.73,0.9857,1.0019,2.2502,1.34 × 10^-4,8.57 × 10^-3
bmshj2018-factorized,1,21,39.96,0.9842,1.002,1.9038,1.01 × 10^-4,7.64 × 10^-3
bmshj2018-factorized,1,23,38.4,0.9905,1.0023,2.0986,1.44 × 10^-4,7.9 × 10^-3
bmshj2018-factorized,1,0,27.72,0.8931,0.9938,0.3709,1.69 × 10^-3,3.02 × 10^-2
bmshj2018-factorized,1,1,31.29,0.894,0.9949,0.1657,7.43 × 10^-4,1.83 × 10^-2
bmshj2018-factorized,1,2,33.21,0.9426,1.0036,0.1627,4.77 × 10^-4,1.4 × 10^-2
bmshj2018-factorized,1,3,31.4,0.906,1.0148,0.1877,7.25 × 10^-4,1.86 × 10^-2
bmshj2018-factorized,1,4,28.25,0.9222,1.0015,0.4291,1.5 × 10^-3,2.84 × 10^-2
bmshj2018-factorized,1,5,29.14,0.9072,0.9994,0.2984,1.22 × 10^-3,2.44 × 10^-2
bmshj2018-factorized,1,6,32.63,0.9594,1.0048,0.2222,5.45 × 10^-4,1.52 × 10^-2
bmshj2018-factorized,1,7,27.84,0.9263,1.0079,0.4547,1.65 × 10^-3,2.94 × 10^-2
bmshj2018-factorized,1,8,33.07,0.946,1.0092,0.1818,4.93 × 10^-4,1.47 × 10^-2
bmshj2018-factorized,1,9,32.81,0.9376,1.0137,0.1938,5.24 × 10^-4,1.57 × 10^-2
bmshj2018-factorized,1,10,29.91,0.9,1.0047,0.2511,1.02 × 10^-3,2.19 × 10^-2
bmshj2018-factorized,1,11,32.63,0.9189,1.0118,0.1595,5.45 × 10^-4,1.6 × 10^-2
bmshj2018-factorized,1,12,25.57,0.8661,1.0055,0.5041,2.77 × 10^-3,3.9 × 10^-2
bmshj2018-factorized,1,13,28.79,0.8885,1.0081,0.3144,1.32 × 10^-3,2.65 × 10^-2
bmshj2018-factorized,1,14,31.48,0.9192,1.0023,0.1847,7.12 × 10^-4,1.71 × 10^-2
bmshj2018-factorized,1,15,31.08,0.9102,1.0044,0.1972,7.8 × 10^-4,1.94 × 10^-2
bmshj2018-factorized,1,16,31.75,0.9295,1.008,0.204,6.69 × 10^-4,1.77 × 10^-2
bmshj2018-factorized,1,17,28.25,0.8948,1.0198,0.3353,1.5 × 10^-3,2.71 × 10^-2
bmshj2018-factorized,1,18,30.42,0.9049,0.9957,0.2258,9.08 × 10^-4,2.11 × 10^-2
bmshj2018-factorized,1,19,32.29,0.9329,1.0015,0.1793,5.9 × 10^-4,1.41 × 10^-2
bmshj2018-factorized,1,20,29.76,0.9288,1.0078,0.2825,1.06 × 10^-3,2.14 × 10^-2
bmshj2018-factorized,1,21,29.7,0.8855,1.0101,0.2343,1.07 × 10^-3,2.31 × 10^-2
bmshj2018-factorized,1,22,33.98,0.9519,1.0009,0.1606,4.0 × 10^-4,1.33 × 10^-2
bmshj2018-factorized,1,23,28.25,0.9112,1.0063,0.3431,1.5 × 10^-3,2.52 × 10^-2
bmshj2018-factorized,1,0,31.59,0.9528,0.993,0.8307,6.93 × 10^-4,1.99 × 10^-2
bmshj2018-factorized,1,1,33.89,0.9304,0.9929,0.3541,4.08 × 10^-4,1.42 × 10^-2
bmshj2018-factorized,1,2,36.55,0.9667,1.0028,0.3114,2.21 × 10^-4,1.01 × 10^-2
bmshj2018-factorized,1,3,34.26,0.9424,0.9928,0.3816,3.75 × 10^-4,1.39 × 10^-2
bmshj2018-factorized,1,4,32.21,0.965,0.9986,0.8176,6.01 × 10^-4,1.83 × 10^-2
bmshj2018-factorized,1,5,32.95,0.9533,0.999,0.6194,5.08 × 10^-4,1.64 × 10^-2
bmshj2018-factorized,1,6,36.12,0.9767,1.0005,0.3909,2.44 × 10^-4,1.06 × 10^-2
bmshj2018-factorized,1,7,31.56,0.9593,0.9992,0.8573,6.98 × 10^-4,1.98 × 10^-2
bmshj2018-factorized,1,8,36.07,0.963,0.9968,0.3299,2.47 × 10^-4,1.12 × 10^-2
bmshj2018-factorized,1,9,35.88,0.9603,0.9985,0.3469,2.58 × 10^-4,1.16 × 10^-2
bmshj2018-factorized,1,10,33.21,0.9443,0.9983,0.5168,4.78 × 10^-4,1.57 × 10^-2
bmshj2018-factorized,1,11,35.37,0.948,0.9998,0.3155,2.91 × 10^-4,1.21 × 10^-2
bmshj2018-factorized,1,12,29.78,0.9464,0.9947,1.1302,1.05 × 10^-3,2.47 × 10^-2
bmshj2018-factorized,1,13,32.21,0.9428,0.9981,0.6523,6.01 × 10^-4,1.83 × 10^-2
bmshj2018-factorized,1,14,34.51,0.9493,0.9937,0.3663,3.54 × 10^-4,1.27 × 10^-2
bmshj2018-factorized,1,15,34.4,0.9521,0.9979,0.4155,3.63 × 10^-4,1.36 × 10^-2
bmshj2018-factorized,1,16,34.88,0.9566,1.0005,0.383,3.25 × 10^-4,1.29 × 10^-2
bmshj2018-factorized,1,17,31.79,0.9439,0.998,0.6867,6.63 × 10^-4,1.87 × 10^-2
bmshj2018-factorized,1,18,33.55,0.9474,0.9953,0.467,4.42 × 10^-4,1.52 × 10^-2
bmshj2018-factorized,1,19,35.28,0.9596,1.0031,0.3428,2.96 × 10^-4,1.04 × 10^-2
bmshj2018-factorized,1,20,33.44,0.9585,0.9996,0.5671,4.53 × 10^-4,1.49 × 10^-2
bmshj2018-factorized,1,21,32.9,0.9371,1.0015,0.5173,5.13 × 10^-4,1.66 × 10^-2
bmshj2018-factorized,1,22,36.73,0.9663,0.9944,0.282,2.12 × 10^-4,1.01 × 10^-2
bmshj2018-factorized,1,23,32.24,0.9582,0.9966,0.6955,5.96 × 10^-4,1.66 × 10^-2
bmshj2018-factorized,1,0,33.53,0.9693,0.9939,1.1151,4.44 × 10^-4,1.61 × 10^-2
bmshj2018-factorized,1,1,35.37,0.9471,0.9971,0.4943,2.9 × 10^-4,1.23 × 10^-2
bmshj2018-factorized,1,2,38.08,0.9743,0.9986,0.3962,1.55 × 10^-4,8.7 × 10^-3
bmshj2018-factorized,1,3,35.77,0.9565,0.9944,0.5176,2.65 × 10^-4,1.19 × 10^-2
bmshj2018-factorized,1,4,34.05,0.9767,0.9963,1.0603,3.94 × 10^-4,1.49 × 10^-2
bmshj2018-factorized,1,5,34.82,0.9679,0.9951,0.8222,3.3 × 10^-4,1.34 × 10^-2
bmshj2018-factorized,1,6,37.74,0.9818,0.9987,0.4855,1.68 × 10^-4,9.06 × 10^-3
bmshj2018-factorized,1,7,33.22,0.9703,0.9985,1.121,4.77 × 10^-4,1.65 × 10^-2
bmshj2018-factorized,1,8,37.44,0.9685,0.9969,0.4109,1.8 × 10^-4,9.85 × 10^-3
bmshj2018-factorized,1,9,37.28,0.9677,0.9956,0.4376,1.87 × 10^-4,1.01 × 10^-2
bmshj2018-factorized,1,10,34.89,0.961,0.9965,0.6988,3.24 × 10^-4,1.31 × 10^-2
bmshj2018-factorized,1,11,36.9,0.9605,0.9968,0.4232,2.04 × 10^-4,1.04 × 10^-2
bmshj2018-factorized,1,12,31.28,0.9658,0.9937,1.4684,7.45 × 10^-4,2.05 × 10^-2
bmshj2018-factorized,1,13,33.96,0.9613,0.9934,0.8875,4.02 × 10^-4,1.5 × 10^-2
bmshj2018-factorized,1,14,35.99,0.9605,0.9969,0.4897,2.52 × 10^-4,1.1 × 10^-2
bmshj2018-factorized,1,15,36.18,0.9665,0.9984,0.5651,2.41 × 10^-4,1.13 × 10^-2
bmshj2018-factorized,1,16,36.35,0.9665,1.0,0.4949,2.32 × 10^-4,1.1 × 10^-2
bmshj2018-factorized,1,17,33.19,0.9578,0.9945,0.8994,4.8 × 10^-4,1.59 × 10^-2
bmshj2018-factorized,1,18,35.29,0.9629,0.9922,0.6472,2.96 × 10^-4,1.28 × 10^-2
bmshj2018-factorized,1,19,36.89,0.9697,0.9973,0.4563,2.05 × 10^-4,8.94 × 10^-3
bmshj2018-factorized,1,20,35.1,0.9671,0.9962,0.7309,3.09 × 10^-4,1.27 × 10^-2
bmshj2018-factorized,1,21,34.55,0.9551,0.998,0.7142,3.51 × 10^-4,1.39 × 10^-2
bmshj2018-factorized,1,22,38.04,0.9719,0.9945,0.3482,1.57 × 10^-4,8.88 × 10^-3
bmshj2018-factorized,1,23,33.8,0.971,0.9961,0.8961,4.17 × 10^-4,1.39 × 10^-2
bmshj2018-factorized,1,0,27.54,0.8903,0.9896,0.3513,1.76 × 10^-3,3.07 × 10^-2
bmshj2018-factorized,1,1,31.05,0.8912,0.9977,0.1592,7.84 × 10^-4,1.86 × 10^-2
bmshj2018-factorized,1,2,33.07,0.9405,1.0012,0.1552,4.93 × 10^-4,1.42 × 10^-2
bmshj2018-factorized,1,3,31.31,0.9047,0.9999,0.1817,7.4 × 10^-4,1.88 × 10^-2
bmshj2018-factorized,1,4,28.08,0.9197,1.0008,0.421,1.56 × 10^-3,2.89 × 10^-2
bmshj2018-factorized,1,5,29.04,0.9048,1.0117,0.285,1.25 × 10^-3,2.47 × 10^-2
bmshj2018-factorized,1,6,32.52,0.9588,1.0047,0.2158,5.6 × 10^-4,1.52 × 10^-2
bmshj2018-factorized,1,7,27.63,0.9239,1.0048,0.4343,1.73 × 10^-3,3.01 × 10^-2
bmshj2018-factorized,1,8,32.85,0.9442,1.005,0.1791,5.19 × 10^-4,1.5 × 10^-2
bmshj2018-factorized,1,9,32.61,0.9365,1.01,0.1886,5.48 × 10^-4,1.58 × 10^-2
bmshj2018-factorized,1,10,29.73,0.8972,1.0097,0.2433,1.06 × 10^-3,2.23 × 10^-2
bmshj2018-factorized,1,11,32.5,0.9171,1.0054,0.1549,5.62 × 10^-4,1.62 × 10^-2
bmshj2018-factorized,1,12,25.46,0.8626,1.0023,0.4881,2.85 × 10^-3,3.95 × 10^-2
bmshj2018-factorized,1,13,28.59,0.884,0.9966,0.3063,1.38 × 10^-3,2.69 × 10^-2
bmshj2018-factorized,1,14,31.45,0.9184,0.999,0.1723,7.16 × 10^-4,1.71 × 10^-2
bmshj2018-factorized,1,15,30.93,0.9069,1.0096,0.1913,8.07 × 10^-4,1.97 × 10^-2
bmshj2018-factorized,1,16,31.57,0.9274,1.0101,0.2002,6.97 × 10^-4,1.79 × 10^-2
bmshj2018-factorized,1,17,28.06,0.8922,1.0125,0.3252,1.56 × 10^-3,2.75 × 10^-2
bmshj2018-factorized,1,18,30.27,0.9018,1.0094,0.2129,9.39 × 10^-4,2.13 × 10^-2
bmshj2018-factorized,1,19,32.05,0.9305,1.0002,0.1684,6.24 × 10^-4,1.45 × 10^-2
bmshj2018-factorized,1,20,29.6,0.9269,1.0051,0.2752,1.1 × 10^-3,2.17 × 10^-2
bmshj2018-factorized,1,21,29.54,0.8815,1.0086,0.2267,1.11 × 10^-3,2.35 × 10^-2
bmshj2018-factorized,1,22,33.64,0.95,0.9976,0.1582,4.33 × 10^-4,1.37 × 10^-2
bmshj2018-factorized,1,23,28.07,0.9088,0.9998,0.3332,1.56 × 10^-3,2.56 × 10^-2
bmshj2018-factorized,1,0,29.17,0.9232,0.9915,0.519,1.21 × 10^-3,2.58 × 10^-2
bmshj2018-factorized,1,1,32.26,0.9093,0.98,0.2182,5.94 × 10^-4,1.66 × 10^-2
bmshj2018-factorized,1,2,34.57,0.9539,0.9938,0.2024,3.49 × 10^-4,1.23 × 10^-2
bmshj2018-factorized,1,3,32.62,0.9238,0.995,0.2452,5.47 × 10^-4,1.64 × 10^-2
bmshj2018-factorized,1,4,29.77,0.9446,0.9944,0.5721,1.05 × 10^-3,2.38 × 10^-2
bmshj2018-factorized,1,5,30.53,0.9298,1.0012,0.3968,8.85 × 10^-4,2.1 × 10^-2
bmshj2018-factorized,1,6,34.17,0.9688,1.0004,0.2733,3.83 × 10^-4,1.28 × 10^-2
bmshj2018-factorized,1,7,29.08,0.9412,1.0013,0.5783,1.24 × 10^-3,2.56 × 10^-2
bmshj2018-factorized,1,8,34.35,0.9547,0.997,0.2257,3.67 × 10^-4,1.3 × 10^-2
bmshj2018-factorized,1,9,34.17,0.9497,0.9979,0.2387,3.83 × 10^-4,1.36 × 10^-2
bmshj2018-factorized,1,10,31.11,0.921,0.9974,0.334,7.74 × 10^-4,1.93 × 10^-2
bmshj2018-factorized,1,11,33.79,0.9326,0.9985,0.2025,4.17 × 10^-4,1.42 × 10^-2
bmshj2018-factorized,1,12,26.7,0.9051,1.002,0.6885,2.14 × 10^-3,3.4 × 10^-2
bmshj2018-factorized,1,13,30.14,0.9161,0.9944,0.4333,9.69 × 10^-4,2.27 × 10^-2
bmshj2018-factorized,1,14,32.67,0.9332,0.9962,0.2304,5.41 × 10^-4,1.51 × 10^-2
bmshj2018-factorized,1,15,32.49,0.9313,0.9943,0.2662,5.64 × 10^-4,1.66 × 10^-2
bmshj2018-factorized,1,16,32.93,0.9426,0.9979,0.2579,5.1 × 10^-4,1.55 × 10^-2
bmshj2018-factorized,1,17,29.42,0.9203,1.0023,0.4493,1.14 × 10^-3,2.35 × 10^-2
bmshj2018-factorized,1,18,31.69,0.9252,1.0,0.2999,6.77 × 10^-4,1.84 × 10^-2
bmshj2018-factorized,1,19,33.44,0.9457,0.9961,0.2224,4.53 × 10^-4,1.24 × 10^-2
bmshj2018-factorized,1,20,31.13,0.9435,0.9993,0.3698,7.72 × 10^-4,1.86 × 10^-2
bmshj2018-factorized,1,21,31.01,0.9112,0.9999,0.3269,7.93 × 10^-4,2.01 × 10^-2
bmshj2018-factorized,1,22,35.08,0.9582,0.9908,0.1929,3.1 × 10^-4,1.18 × 10^-2
bmshj2018-factorized,1,23,29.37,0.9353,0.994,0.4513,1.16 × 10^-3,2.18 × 10^-2
bmshj2018-factorized,1,0,31.53,0.9537,0.9914,0.8354,7.03 × 10^-4,2.01 × 10^-2
bmshj2018-factorized,1,1,33.89,0.9313,0.9849,0.3711,4.08 × 10^-4,1.43 × 10^-2
bmshj2018-factorized,1,2,36.4,0.9661,1.0037,0.3173,2.29 × 10^-4,1.03 × 10^-2
bmshj2018-factorized,1,3,34.18,0.9423,1.0001,0.3924,3.82 × 10^-4,1.41 × 10^-2
bmshj2018-factorized,1,4,32.12,0.9652,1.0007,0.8444,6.14 × 10^-4,1.86 × 10^-2
bmshj2018-factorized,1,5,32.84,0.9535,0.994,0.6294,5.2 × 10^-4,1.66 × 10^-2
bmshj2018-factorized,1,6,36.04,0.9765,1.0079,0.3992,2.49 × 10^-4,1.08 × 10^-2
bmshj2018-factorized,1,7,31.4,0.9594,1.0011,0.8849,7.25 × 10^-4,2.02 × 10^-2
bmshj2018-factorized,1,8,35.98,0.9629,0.9968,0.3366,2.53 × 10^-4,1.13 × 10^-2
bmshj2018-factorized,1,9,35.76,0.9597,1.0001,0.3593,2.65 × 10^-4,1.17 × 10^-2
bmshj2018-factorized,1,10,33.16,0.945,0.996,0.5325,4.83 × 10^-4,1.57 × 10^-2
bmshj2018-factorized,1,11,35.32,0.948,0.9972,0.3256,2.94 × 10^-4,1.22 × 10^-2
